5005,"MOJITO BLUEBERRIE HH",6500.00,"COCTELES","MOJITOS HH"
5007,"MOJITO BLACKBERRIE HH",6500.00,"COCTELES","MOJITOS HH"
5009,"MOJITO FRUTILLA HH",6500.00,"COCTELES","MOJITOS HH"
5011,"MOJITO MANGO HH",6500.00,"COCTELES","MOJITOS HH"
5013,"MOJITO MARACUYA HH",6500.00,"COCTELES","MOJITOS HH"
5015,"MOJITO FRAMBUESA HH",6500.00,"COCTELES","MOJITOS HH"
5017,"MOJITO COCO HH",6500.00,"COCTELES","MOJITOS HH"
5019,"MOJITO APPLE HH",6500.00,"COCTELES","MOJITOS HH"
5021,"MOJITO TROPICAL HH",6500.00,"COCTELES","MOJITOS HH"
5023,"MOJITO PEPINO HH",6000.00,"COCTELES","MOJITOS HH"
5027,"MOJITO ALBAHACA HH",6000.00,"COCTELES","MOJITOS HH"
5029,"MOJITO REY HH",8500.00,"COCTELES","MOJITOS HH"
5031,"MOJITO JAGER HH",7000.00,"COCTELES","MOJITOS HH"
5033,"MOJITO REDBULL HH",9000.00,"COCTELES","MOJITOS HH"
5035,"MOJITO YELLOW HH",7999.00,"COCTELES","MOJITOS HH"
5101,"SOUR CLASICO HH",5000.00,"COCTELES","SOUR HH"
5103,"SOUR SABORES  HH",5500.00,"COCTELES","SOUR HH"
5105,"SOUR CATEDRAL HH",6500.00,"COCTELES","SOUR HH"
5107,"SOUR WHISKY HH",5000.00,"COCTELES","SOUR HH"
5109,"SOUR AMARETTO HH",5000.00,"COCTELES","SOUR HH"
5111,"SOUR ARANDANO HH",5000.00,"COCTELES","SOUR HH"
5113,"SOUR MENTA HH",5000.00,"COCTELES","SOUR HH"
5115,"SOUR ALBAHACA HH",5000.00,"COCTELES","SOUR HH"
5117,"SOUR JENGIBRE HH",5000.00,"COCTELES","SOUR HH"
5201,"MISTRAL HH",6000.00,"COCTELES","PISCOS HH"
5203,"NOBEL HH",7500.00,"COCTELES","PISCOS HH"
5205,"MISTRAL FIRE HH",7500.00,"COCTELES","PISCOS HH"
